Ensembl_human_genes,Chromosome,Startsite,Strand,Band,Symbol,EntrezGene,Unigene,Tissue_number,Tissues,Max_tissue
ENSG00000159915,19,44259880,1,q13.31,ZNF233,353355,Hs.466891,1,/testis,testis
ENSG00000056277,X,130202711,-1,q26.1,ZNF280C,55609,Hs.308418,1,/testis,testis
ENSG00000171467,6,43307134,-1,p21.1,ZNF318,24149,Hs.509718,1,/testis,testis
ENSG00000197647,19,12014732,-1,p13.2,ZNF433,163059,Hs.667776,1,/testis,testis
ENSG00000142528,19,50025714,1,q13.33,ZNF473,25888,Hs.440553,1,/testis,testis
ENSG00000185177,7,57119614,-1,p11.2,ZNF479,90827,Hs.616660,1,/testis,testis
ENSG00000243660,10,43436841,1,q11.21,ZNF487,642819,Hs.719657,1,/testis,testis
ENSG00000187187,19,39984134,1,q13.2,ZNF546,339327,Hs.666807,1,/testis,testis
ENSG00000270011,19,9324174,1,p13.2,ZNF559-ZNF177,100529215,Hs.728944,1,/testis,testis
ENSG00000188868,19,12317477,-1,p13.2,ZNF563,147837,Hs.663510,1,/testis,testis
ENSG00000171970,19,2900898,1,p13.3,ZNF57,126295,Hs.591378,1,/testis,testis
ENSG00000258405,19,52453576,1,q13.41,ZNF578,147660,Hs.157287,1,/testis,testis
ENSG00000167554,19,52336245,1,q13.41,ZNF610,162963,Hs.147025,1,/testis,testis
ENSG00000197483,19,55476332,1,q13.42,ZNF628,89887,Hs.525209,1,/testis,testis
ENSG00000167395,16,31074422,1,p11.2,ZNF646,9726,Hs.119273,1,/testis,testis
ENSG00000197123,7,64228474,1,q11.21,ZNF679,168417,Hs.520884,1,/testis,testis
ENSG00000156853,16,30602558,-1,p11.2,ZNF689,115509,Hs.454685,1,/testis,testis
ENSG00000197472,1,246945547,-1,q44,ZNF695,57116,Hs.669893,1,/testis,testis
ENSG00000242852,19,12461184,-1,p13.2,ZNF709,163051,Hs.631623,1,/testis,testis
ENSG00000183850,19,23075210,1,p12,ZNF730,100129543,Hs.427120,1,/testis,testis
ENSG00000186777,4,270675,-1,p16.3,ZNF732,654254,Hs.698668,1,/testis,testis
ENSG00000102984,16,71859680,-1,q22.2,ZNF821,55565,Hs.744055,1,/testis,testis
ENSG00000185869,19,36888124,-1,q13.12,ZNF829,374899,Hs.720312,1,/testis,testis
ENSG00000174276,11,65116403,-1,q13.1,ZNHIT2,741,Hs.121025,1,/testis,testis
ENSG00000149506,11,60867562,1,q12.2,ZP1,22917,Hs.172130,1,/testis,testis
ENSG00000131848,19,56219670,-1,q13.43,ZSCAN5A,79149,Hs.733089,1,/testis,testis
ENSG00000197213,19,56189570,-1,q13.43,ZSCAN5B,342933,Hs.132130,1,/testis,testis
ENSG00000204532,19,56202301,1,q13.43,ZSCAN5C,649137,,1,/testis,testis
ENSG00000174442,15,66504959,1,q22.31,ZWILCH,55055,Hs.21331,1,/testis,testis
ENSG00000198657,,,,,,,,1,/testis,testis
ENSG00000186117,,,,,,,,1,/testis,testis
ENSG00000215749,,,,,,,,1,/testis,testis
ENSG00000172381,,,,,,,,1,/testis,testis
ENSG00000225119,,,,,,,,1,/testis,testis
ENSG00000233812,,,,,,,,1,/testis,testis
ENSG00000181689,,,,,,,,1,/testis,testis
ENSG00000213077,,,,,,,,1,/testis,testis
ENSG00000204752,,,,,,,,1,/testis,testis
ENSG00000184348,,,,,,,,1,/testis,testis
ENSG00000269117,,,,,,,,1,/testis,testis
ENSG00000176879,,,,,,,,1,/testis,testis
ENSG00000242384,,,,,,,,1,/testis,testis
ENSG00000235249,,,,,,,,1,/testis,testis
ENSG00000214645,,,,,,,,1,/testis,testis
ENSG00000196934,,,,,,,,1,/testis,testis
ENSG00000150076,,,,,,,,1,/testis,testis
ENSG00000233438,,,,,,,,1,/testis,testis
ENSG00000173088,,,,,,,,1,/testis,testis
ENSG00000268708,,,,,,,,1,/testis,testis
ENSG00000132498,,,,,,,,1,/testis,testis
ENSG00000196774,,,,,,,,1,/testis,testis
ENSG00000266118,,,,,,,,1,/testis,testis
ENSG00000198307,,,,,,,,1,/testis,testis
ENSG00000268838,,,,,,,,1,/testis,testis
ENSG00000198477,,,,,,,,1,/testis,testis
ENSG00000206044,,,,,,,,1,/testis,testis
ENSG00000259243,,,,,,,,1,/testis,testis
ENSG00000185097,,,,,,,,1,/testis,testis
ENSG00000204293,,,,,,,,1,/testis,testis
ENSG00000256530,,,,,,,,1,/testis,testis
ENSG00000133149,,,,,,,,1,/testis,testis
ENSG00000197263,,,,,,,,1,/testis,testis
ENSG00000205441,,,,,,,,1,/testis,testis
ENSG00000155282,,,,,,,,1,/testis,testis
ENSG00000214597,,,,,,,,1,/testis,testis
ENSG00000205281,,,,,,,,1,/testis,testis
ENSG00000206483,,,,,,,,1,/testis,testis
ENSG00000204957,,,,,,,,1,/testis,testis
ENSG00000171129,,,,,,,,1,/testis,testis
ENSG00000221961,,,,,,,,1,/testis,testis
ENSG00000268341,,,,,,,,1,/testis,testis
ENSG00000174111,,,,,,,,1,/testis,testis
ENSG00000161572,,,,,,,,1,/testis,testis
ENSG00000172350,11,119149012,1,q23.3,ABCG4,64137,Hs.126378,2,/brain/testis,testis
ENSG00000237896,7,81175508,1,q21.11,AC005008.2,,,2,/bonemarrow/testis,testis
ENSG00000272647,7,99558695,1,q22.1,AC005020.2,,,2,/fallopiantube/testis,testis
ENSG00000255104,17,15699692,1,p12,AC005324.4,,,2,/brain/testis,testis
ENSG00000222012,7,157614023,1,q36.3,AC005481.1,105375614,Hs.590584,2,/ovary/testis,testis
ENSG00000161103,22,18846811,1,q11.21,AC008132.1,102725072,Hs.745076,2,/prostate/testis,testis
ENSG00000260300,16,83908132,1,q23.3,AC009119.2,,,2,/pancreas/testis,testis
ENSG00000222020,2,239401436,1,q37.3,AC062017.1,101928111,Hs.534680,2,/fat/testis,testis
ENSG00000267426,17,75898645,-1,q25.1,AC087289.3,,,2,/skin/testis,testis
ENSG00000269559,4,74156511,-1,q13.3,AC093677.2,,,2,/prostate/testis,testis
ENSG00000266302,17,16690261,1,p11.2,AC098850.3,,,2,/bonemarrow/testis,testis
ENSG00000237435,1,95937901,1,p21.3,AC099566.1,102723661,Hs.143911,2,/fat/testis,testis
ENSG00000233502,2,10083781,1,p25.1,AC104794.1,,,2,/kidney/testis,testis
ENSG00000258130,16,30204316,-1,p11.2,AC106782.1,613038,Hs.569585,2,/salivarygland/testis,testis
ENSG00000250038,4,28362279,-1,p15.1,AC109588.1,,,2,/prostate/testis,testis
ENSG00000264116,18,75407012,1,q23,AC116003.1,105372200,,2,/kidney/testis,testis
ENSG00000206532,3,110888384,-1,q13.13,AC117402.1,,,2,/testis/tonsil,testis
ENSG00000225399,3,49260085,1,p21.31,AC121247.1,,,2,/ovary/testis,testis
ENSG00000258150,16,29464967,-1,p11.2,AC133555.3,388242,Hs.662549,2,/salivarygland/testis,testis
ENSG00000226490,8,141514638,1,q24.3,AC138647.1,,,2,/brain/testis,testis
ENSG00000134940,11,125671522,-1,q24.2,ACRV1,56,Hs.596575,2,/brain/testis,testis
ENSG00000123165,X,128050962,-1,q25,ACTRT1,139741,Hs.680125,2,/rectum/testis,testis
ENSG00000169717,1,3021483,1,p36.32,ACTRT2,140625,Hs.236635,2,/fallopiantube/testis,testis
ENSG00000173567,2,26308173,-1,p23.3,ADGRF3,165082,Hs.631878,2,/kidney/testis,testis
ENSG00000165923,11,47659591,-1,p11.2,AGBL2,79841,Hs.147377,2,/fallopiantube/testis,testis
ENSG00000213204,6,87408012,1,q15,AL049697.1,,,2,/lung/testis,testis
ENSG00000254536,10,133390834,1,q26.3,AL360181.3,,,2,/duodenum/testis,testis
ENSG00000256966,9,37512547,-1,p13.2,AL513165.2,,,2,/testis/urirybladder,testis
ENSG00000171094,2,29192774,-1,p23.1,ALK,238,Hs.654469,2,/brain/testis,testis
ENSG00000155749,2,201288271,-1,q33.1,ALS2CR12,130540,Hs.107944,2,/fallopiantube/testis,testis
ENSG00000104899,19,2249309,1,p13.3,AMH,268,Hs.112432,2,/brain/testis,testis
ENSG00000227059,12,133218312,-1,q24.33,ANHX,647589,Hs.703008,2,/lung/testis,testis
ENSG00000198720,17,29589769,1,q11.2,ANKRD13B,124930,Hs.662164,2,/brain/testis,testis
ENSG00000145700,5,75068275,-1,q13.3,ANKRD31,256006,Hs.482533,2,/esophagus/testis,testis
ENSG00000144031,2,70978380,1,p13.3,ANKRD53,79998,Hs.512744,2,/fat/testis,testis
ENSG00000124227,20,58218495,-1,q13.32,ANKRD60,140731,Hs.266571,2,/smallintestine/testis,testis
ENSG00000157999,7,6031376,1,p22.1,ANKRD61,100310846,Hs.744468,2,/bonemarrow/testis,testis
ENSG00000047617,12,5531869,-1,p13.31,ANO2,57101,Hs.148970,2,/placenta/testis,testis
ENSG00000258529,11,111786286,-1,q23.1,AP001781.2,,,2,/stomach/testis,testis
ENSG00000268635,11,77473371,1,q14.1,AP003680.1,,,2,/prostate/testis,testis
ENSG00000147799,8,144529179,-1,q24.3,ARHGAP39,80728,Hs.148988,2,/fallopiantube/testis,testis
ENSG00000179361,15,74541177,1,q24.1,ARID3B,10620,Hs.655532,2,/placenta/testis,testis
ENSG00000118690,6,108848416,1,q21,ARMC2,84071,Hs.645481,2,/fallopiantube/testis,testis
ENSG00000213199,7,151048292,1,q36.1,ASIC3,9311,Hs.647113,2,/brain/testis,testis
ENSG00000123191,13,51930436,-1,q14.3,ATP7B,540,Hs.492280,2,/duodenum/testis,testis
ENSG00000130270,19,1782075,-1,p13.3,ATP8B3,148229,Hs.306212,2,/bonemarrow/testis,testis
ENSG00000127423,1,25831913,-1,p36.11,AUNIP,79000,Hs.725400,2,/bonemarrow/testis,testis
ENSG00000142920,1,33081104,1,p35.1,AZIN2,113451,Hs.101807,2,/brain/testis,testis
ENSG00000119636,14,74019353,1,q24.3,BBOF1,80127,Hs.644621,2,/fallopiantube/testis,testis
ENSG00000131059,20,33217310,1,q11.21,BPIFA3,128861,Hs.360989,2,/prostate/testis,testis
ENSG00000176236,10,15095385,-1,p13,C10orf111,221060,Hs.567777,2,/fallopiantube/testis,testis
ENSG00000204683,10,21125763,-1,p12.31,C10orf113,387638,Hs.664110,2,/salivarygland/testis,testis
ENSG00000180878,11,6205566,1,p15.4,C11orf42,160298,Hs.278221,2,/skin/testis,testis
ENSG00000234776,11,45906513,-1,p11.2,C11orf94,143678,Hs.193741,2,/bonemarrow/testis,testis
ENSG00000182993,12,14803572,1,p12.3,C12orf60,144608,Hs.659951,2,adrenal/testis,testis
ENSG00000214700,12,27081058,-1,p11.23,C12orf71,728858,Hs.334003,2,/bonemarrow/testis,testis
ENSG00000176605,14,98711613,1,q32.2,C14orf177,283598,Hs.448754,2,/lymphnode/testis,testis
ENSG00000197734,14,77760830,1,q24.3,C14orf178,283579,Hs.375834,2,/fallopiantube/testis,testis
ENSG00000167194,16,30023334,1,p11.2,C16orf92,146378,Hs.651588,2,/brain/testis,testis
ENSG00000125319,17,44141906,1,q21.31,C17orf53,78995,Hs.437059,2,/bonemarrow/testis,testis
ENSG00000187624,17,410327,1,p13.3,C17orf97,400566,Hs.499607,2,/fallopiantube/testis,testis
ENSG00000125899,20,11027760,1,p12.2,C20orf187,,,2,/skin/testis,testis
ENSG00000128346,22,37943050,-1,q13.1,C22orf23,84645,Hs.517612,2,/fallopiantube/testis,testis
ENSG00000155754,2,201487425,-1,q33.1,C2CD6,151254,Hs.335788,2,/heart/testis,testis
ENSG00000186825,2,131794961,-1,q21.2,C2orf27B,408029,Hs.655680,2,/pancreas/testis,testis
ENSG00000163632,3,63819362,1,p14.1,C3orf49,132200,Hs.506386,2,/brain/testis,testis
ENSG00000214324,3,127193131,1,q21.3,C3orf56,285311,Hs.591284,2,/fallopiantube/testis,testis
ENSG00000185689,6,4079206,1,p25.2,C6orf201,404220,Hs.742216,2,/fallopiantube/testis,testis
ENSG00000185955,7,100456615,-1,q22.1,C7orf61,402573,Hs.632306,2,/brain/testis,testis
ENSG00000164743,8,13566843,1,p22,C8orf48,157773,Hs.104941,2,/testis/thyroid,testis
ENSG00000174038,9,35041095,1,p13.3,C9orf131,138724,Hs.742567,2,/bonemarrow/testis,testis
ENSG00000196366,9,136483495,1,q34.3,C9orf163,158055,Hs.212613,2,/testis/thyroid,testis
ENSG00000179058,9,129612225,-1,q34.11,C9orf50,375759,Hs.124223,2,/brain/testis,testis
ENSG00000178243,9,135343249,1,q34.3,C9orf62,157927,Hs.559511,2,/testis/thyroid,testis
ENSG00000154040,18,24138956,1,q11.2,CABYR,26256,Hs.511983,2,/brain/testis,testis
ENSG00000137225,6,44158811,1,p21.1,CAPN11,11131,Hs.225953,2,/fat/testis,testis
ENSG00000187860,22,30356635,1,q12.2,CCDC157,550631,Hs.505597,2,/fallopiantube/testis,testis
ENSG00000163749,4,76312997,-1,q21.1,CCDC158,339965,Hs.529680,2,/testis/thyroid,testis
ENSG00000122483,1,93179919,1,p22.1,CCDC18,343099,Hs.745125,2,/lymphnode/testis,testis
ENSG00000197816,9,97307304,1,q22.33,CCDC180,100499483,Hs.435629,2,/fallopiantube/testis,testis
ENSG00000213213,9,136796350,1,q34.3,CCDC183,84960,Hs.728796,2,/prostate/testis,testis
ENSG00000130783,12,122774327,1,q24.31,CCDC62,84660,Hs.592008,2,/spleen/testis,testis
ENSG00000182791,11,66590176,-1,q13.2,CCDC87,55231,Hs.121072,2,/testis/thyroid,testis
ENSG00000173013,4,7040849,-1,p16.1,CCDC96,257236,Hs.656757,2,/fallopiantube/testis,testis
ENSG00000197651,12,90905622,-1,q21.33,CCER1,196477,Hs.128574,2,/appendices/testis,testis
ENSG00000135083,5,160249106,-1,q33.3,CCNJL,79616,Hs.14070,2,/lung/testis,testis
ENSG00000224854,9,21966929,1,p21.3,CDKN2A-DT,,,2,/esophagus/testis,testis
ENSG00000172288,Y,25622162,1,q11.23,CDY1,9085,Hs.159281,2,/prostate/testis,testis
ENSG00000172352,Y,24045229,-1,q11.23,CDY1B,253175,Hs.562095,2,/prostate/testis,testis
ENSG00000251503,1,10430102,1,p36.22,CENPS-CORT,100526739,Hs.412311,2,/kidney/testis,testis
ENSG00000110318,11,101915015,1,q22.1,CEP126,57562,Hs.156352,2,/fallopiantube/testis,testis
ENSG00000106477,7,130393771,-1,q32.2,CEP41,95681,Hs.732631,2,/salivarygland/testis,testis
ENSG00000137691,11,102047443,1,q22.1,CFAP300,85016,Hs.98328,2,/fallopiantube/testis,testis
ENSG00000154645,21,17901263,1,q21.1,CHODL,140578,Hs.283725,2,/spleen/testis,testis
ENSG00000117971,15,78624119,-1,q25.1,CHRNB4,1143,Hs.624178,2,adrenal/testis,testis
ENSG00000160161,19,19538248,1,p13.11,CILP2,148113,Hs.279574,2,/gallbladder/testis,testis
ENSG00000114859,3,184346185,-1,q27.1,CLCN2,1181,Hs.436847,2,/colonrectum/testis,testis
ENSG00000149646,20,35954564,1,q11.23,CNBD2,140894,Hs.732697,2,/kidney/testis,testis
ENSG00000170516,4,46734827,-1,p12,COX7B2,170712,Hs.479656,2,/placenta/testis,testis
ENSG00000095794,10,35126791,1,p11.21,CREM,1390,Hs.200250,2,adrenal/testis,testis
ENSG00000196431,22,26621964,1,q12.1,CRYBA4,1413,Hs.57690,2,/testis/urirybladder,testis
ENSG00000236371,X,120982476,-1,q24,CT47A1,728096,Hs.729566,2,/placenta/testis,testis
ENSG00000224089,X,120938701,-1,q24,CT47A10,728036,Hs.729566,2,/placenta/testis,testis
ENSG00000226929,X,120933840,-1,q24,CT47A11,255313,Hs.715076,2,/placenta/testis,testis
ENSG00000226685,X,120930250,-1,q24,CT47A12,100507170,Hs.729566,2,/placenta/testis,testis
ENSG00000242362,X,120977606,-1,q24,CT47A2,728090,Hs.729566,2,/placenta/testis,testis
ENSG00000236126,X,120972746,-1,q24,CT47A3,728082,Hs.729566,2,/placenta/testis,testis
ENSG00000230594,X,120967886,-1,q24,CT47A4,728075,Hs.729566,2,/placenta/testis,testis
ENSG00000237957,X,120963026,-1,q24,CT47A5,728072,Hs.729566,2,/placenta/testis,testis
ENSG00000226023,X,120958165,-1,q24,CT47A6,728062,Hs.723061,2,/placenta/testis,testis
ENSG00000228517,X,120953288,-1,q24,CT47A7,653282,Hs.712504,2,/placenta/testis,testis
ENSG00000230347,X,120948422,-1,q24,CT47A8,728049,Hs.729566,2,/placenta/testis,testis
ENSG00000226600,X,120943561,-1,q24,CT47A9,728042,Hs.729566,2,/placenta/testis,testis
ENSG00000169551,X,135156536,-1,q26.3,CT55,54967,Hs.272804,2,adrenal/testis,testis
ENSG00000165182,X,23907801,1,p22.11,CXorf58,254158,Hs.351265,2,/fallopiantube/testis,testis
ENSG00000203933,X,139955725,-1,q27.1,CXorf66,347487,Hs.121384,2,/liver/testis,testis
ENSG00000166394,11,7665100,-1,p15.4,CYB5R2,51700,Hs.414362,2,/skin/testis,testis
ENSG00000006634,7,87876216,1,q21.12,DBF4,10926,Hs.485380,2,/bonemarrow/testis,testis
ENSG00000109851,11,20156155,-1,p15.1,DBX1,120237,,2,/colonrectum/testis,testis
ENSG00000163357,1,155033824,1,q21.3,DCST1,149095,Hs.567717,2,/skin/testis,testis
ENSG00000165490,11,82899975,1,q14.1,DDIAS,220042,Hs.165607,2,/testis/tonsil,testis
ENSG00000180424,20,31440519,1,q11.21,DEFB123,245936,Hs.122509,2,/smallintestine/testis,testis
ENSG00000187775,17,78423697,-1,q25.3,DH17,8632,Hs.375975,2,/brain/testis,testis
ENSG00000104901,19,49361783,1,q13.33,DKKL1,27120,Hs.515855,2,/fallopiantube/testis,testis
ENSG00000163879,1,37556919,1,p34.3,DLI1,7802,Hs.406050,2,/fallopiantube/testis,testis
ENSG00000256453,5,140670794,-1,q31.3,DND1,373863,Hs.591262,2,/skin/testis,testis
ENSG00000166171,10,101570560,1,q24.32,DPCD,25911,Hs.735511,2,/fallopiantube/testis,testis
ENSG00000143479,1,206635536,1,q32.1,DYRK3,8444,Hs.164267,2,/gallbladder/testis,testis
ENSG00000134874,13,95578202,-1,q32.1,DZIP1,22873,Hs.742077,2,/ovary/testis,testis
ENSG00000215529,20,32858923,1,q11.21,EFCAB8,388795,,2,/gallbladder/testis,testis
ENSG00000163645,3,150659885,-1,q25.1,ERICH6,131831,Hs.147128,2,/kidney/testis,testis
ENSG00000111879,6,118959763,-1,q22.31,FAM184A,79632,Hs.443789,2,/placenta/testis,testis
ENSG00000185958,12,50326230,-1,q13.12,FAM186A,121006,Hs.133187,2,/skeletalmuscle/testis,testis
ENSG00000124103,20,56517187,1,q13.31,FAM209A,200232,Hs.504907,2,/bonemarrow/testis,testis
ENSG00000213714,20,56533246,1,q13.31,FAM209B,388799,Hs.287759,2,/bonemarrow/testis,testis
ENSG00000267496,17,43917194,1,q21.31,FAM215A,23591,Hs.721804,2,/appendices/testis,testis
ENSG00000204930,9,35816391,-1,p13.3,FAM221B,392307,Hs.128075,2,/prostate/testis,testis
ENSG00000184949,22,38578120,-1,q13.1,FAM227A,646851,Hs.542707,2,/fallopiantube/testis,testis
ENSG00000186453,2,24175069,1,p23.3,FAM228A,653140,Hs.741736,2,/fat/testis,testis
ENSG00000203778,6,112087599,1,q21,FAM229B,619208,Hs.591340,2,/fallopiantube/testis,testis
ENSG00000154537,9,61854162,1,q13,FAM27C,100132948,Hs.651534,2,/fallopiantube/testis,testis
ENSG00000174137,4,1617915,-1,p16.3,FAM53A,152877,Hs.192784,2,/testis/thyroid,testis
ENSG00000140525,15,89243949,1,q26.1,FANCI,55215,Hs.513126,2,/testis/tonsil,testis
ENSG00000203780,10,125896539,1,q26.2,FANK1,92565,Hs.352591,2,/fallopiantube/testis,testis
ENSG00000147378,X,151716035,1,q28,FATE1,89885,Hs.301960,2,/brain/testis,testis
ENSG00000177294,17,6776223,1,p13.1,FBXO39,162517,Hs.368364,2,/skin/testis,testis
ENSG00000204952,17,38936432,-1,q12,FBXO47,494188,Hs.549536,2,/fat/testis,testis
ENSG00000112214,6,96562548,1,q16.1,FHL5,9457,Hs.632608,2,/fat/testis,testis
ENSG00000177340,12,31324316,1,p11.21,FLJ13224,79857,Hs.534485,2,/prostate/testis,testis
ENSG00000183470,7,132648794,1,q32.3,FLJ40288,286023,Hs.671875,2,/lymphnode/testis,testis
ENSG00000250210,9,138286248,1,q34.3,FO082796.1,,,2,/endometrium/testis,testis
ENSG00000150667,15,39588357,-1,q14,FSIP1,161835,Hs.129598,2,/fallopiantube/testis,testis
ENSG00000238244,15,90348844,-1,q26.1,GABARAPL3,,,2,/kidney/testis,testis
ENSG00000146276,6,89177501,-1,q15,GABRR1,2569,Hs.99927,2,/placenta/testis,testis
ENSG00000147174,X,71578411,1,q13.1,GC,93953,Hs.135167,2,adrenal/testis,testis
ENSG00000178795,11,77216558,-1,q13.5,GDPD4,220032,Hs.734655,2,/placenta/testis,testis
ENSG00000131233,1,38874451,-1,p34.3,GJA9,81025,Hs.591506,2,/rectum/testis,testis
ENSG00000163521,2,219236606,-1,q35,GLB1L,79411,Hs.181173,2,/fallopiantube/testis,testis
ENSG00000159289,15,74069857,-1,q24.1,GOLGA6A,342096,Hs.672474,2,/liver/testis,testis
ENSG00000153684,15,28378621,1,q13.1,GOLGA8F,100132565,Hs.592025,2,/pancreas/testis,testis
ENSG00000183629,15,28519611,-1,q13.1,GOLGA8G,283768,Hs.510812,2,/pancreas/testis,testis
ENSG00000261794,15,30604126,1,q13.2,GOLGA8H,728498,,2,/testis/thyroid,testis
ENSG00000179938,15,30083053,1,q13.2,GOLGA8J,653073,Hs.649690,2,/testis/thyroid,testis
ENSG00000249931,15,32392782,-1,q13.3,GOLGA8K,653125,,2,/testis/thyroid,testis
ENSG00000261247,15,30135149,1,q13.2,GOLGA8T,653075,Hs.727141,2,/testis/thyroid,testis
ENSG00000181619,14,59429022,-1,q23.1,GPR135,64582,Hs.648823,2,/fallopiantube/testis,testis
ENSG00000246705,12,14774383,1,p12.3,H2AFJ,55766,Hs.524280,2,/prostate/testis,testis
ENSG00000119969,10,94501434,1,q23.33,HELLS,3070,Hs.655830,2,/testis/tonsil,testis
ENSG00000164508,6,25726132,-1,p22.2,HIST1H2AA,221613,Hs.406739,2,/kidney/testis,testis
ENSG00000146047,6,25726777,1,p22.2,HIST1H2BA,255626,Hs.591786,2,/kidney/testis,testis
ENSG00000160207,21,43529192,-1,q22.3,HSF2BP,11077,Hs.406157,2,/brain/testis,testis
ENSG00000148680,10,90740823,-1,q23.31,HTR7,3363,Hs.73739,2,/testis/urirybladder,testis
ENSG00000188996,6,655939,-1,p25.3,HUS1B,135458,Hs.669039,2,/bonemarrow/testis,testis
ENSG00000187516,X,37990817,1,p11.4,HYPM,25763,Hs.122959,2,/smoothmuscle/testis,testis
ENSG00000128581,7,101313367,-1,q22.1,IFT22,64792,Hs.389104,2,/fallopiantube/testis,testis
ENSG00000164509,5,55851379,1,q11.2,IL31RA,133396,Hs.55378,2,/bonemarrow/testis,testis
ENSG00000166578,12,113195441,-1,q24.13,IQCD,115811,Hs.568276,2,/fallopiantube/testis,testis
ENSG00000184345,3,51861629,1,p21.2,IQCF2,389123,Hs.412294,2,/smallintestine/testis,testis
ENSG00000130518,19,18257097,-1,p13.11,IQCN,80726,Hs.732366,2,/endometrium/testis,testis
ENSG00000198885,2,96325331,1,q11.2,ITPRIPL1,150771,Hs.65009,2,/salivarygland/testis,testis
ENSG00000167216,18,46917492,1,q21.1,KATL2,83473,Hs.404137,2,/testis/thyroid,testis
ENSG00000152315,14,90061765,1,q32.11,KCNK13,56659,Hs.510191,2,/kidney/testis,testis
ENSG00000168263,9,2717502,1,p24.2,KCNV2,169522,Hs.624689,2,/skin/testis,testis
ENSG00000131773,8,135457457,1,q24.23,KHDRBS3,10656,Hs.444558,2,/brain/testis,testis
ENSG00000114656,3,128909866,-1,q21.3,KIAA1257,57501,Hs.734225,2,/fallopiantube/testis,testis
ENSG00000186638,9,34252381,-1,p13.3,KIF24,347240,Hs.710246,2,/fallopiantube/testis,testis
ENSG00000141200,17,53822901,1,q22,KIF2B,84643,Hs.744513,2,/lung/testis,testis
ENSG00000226650,5,155013755,1,q33.2,KIF4B,285643,Hs.567824,2,/bonemarrow/testis,testis
ENSG00000162755,1,161098361,1,q23.3,KLHDC9,126823,Hs.507290,2,/fallopiantube/testis,testis
ENSG00000161594,17,41835685,1,q21.2,KLHL10,317719,Hs.127510,2,/smoothmuscle/testis,testis
ENSG00000128944,15,40382721,1,q15.1,KNSTRN,90417,Hs.525796,2,/testis/thyroid,testis
ENSG00000182481,17,68035519,1,q24.2,KP2,3838,Hs.594238,2,/testis/tonsil,testis
ENSG00000221837,21,44627123,1,q22.3,KRTAP10-9,386676,Hs.474000,2,/skin/testis,testis
ENSG00000198390,21,30396074,1,q22.11,KRTAP13-1,140258,Hs.407653,2,/brain/testis,testis
ENSG00000187026,21,30746794,-1,q22.11,KRTAP21-2,337978,Hs.553699,2,/skin/testis,testis
ENSG00000244411,11,71527267,1,q13.4,KRTAP5-7,440050,Hs.710675,2,/brain/testis,testis
ENSG00000254997,11,71548418,1,q13.4,KRTAP5-9,3846,Hs.709220,2,/testis/urirybladder,testis
ENSG00000204873,17,41232463,1,q21.2,KRTAP9-3,83900,Hs.307012,2,/fallopiantube/testis,testis
ENSG00000246366,8,70608577,1,q13.3,LACTB2-AS1,286190,Hs.662204,2,/lymphnode/testis,testis
ENSG00000166796,11,18412307,1,p15.1,LDHC,3948,Hs.654377,2,/fallopiantube/testis,testis
ENSG00000203784,1,153203443,1,q21.3,LELP1,149018,Hs.125785,2,/smallintestine/testis,testis
ENSG00000257230,12,59523278,-1,q14.1,LINC02448,,,2,/stomach/testis,testis
ENSG00000245017,12,98485544,-1,q23.1,LINC02453,643770,Hs.129589,2,/liver/testis,testis
ENSG00000204022,10,88586753,1,q23.31,LIPJ,142910,Hs.601660,2,/fallopiantube/testis,testis
ENSG00000155530,7,134127299,1,q33,LRGUK,136332,Hs.149774,2,/fallopiantube/testis,testis
ENSG00000171757,3,169793428,-1,q26.2,LRRC34,151827,Hs.591289,2,/fallopiantube/testis,testis
ENSG00000161328,11,537527,1,p15.5,LRRC56,115399,Hs.567655,2,/fallopiantube/testis,testis
ENSG00000240720,7,92141643,-1,q21.2,LRRD1,401387,Hs.671729,2,/smoothmuscle/testis,testis
ENSG00000159374,2,74557883,-1,p13.1,M1AP,130951,Hs.348645,2,/bonemarrow/testis,testis
ENSG00000189023,X,35798342,1,p21.1,MAGEB16,139604,Hs.700562,2,/stomach/testis,testis
ENSG00000013619,X,150361422,1,q28,MAMLD1,10046,Hs.20136,2,/ovary/testis,testis
ENSG00000124089,20,56248732,1,q13.2,MC3R,4159,Hs.248018,2,/brain/testis,testis
ENSG00000144893,3,151085697,1,q25.1,MED12L,116931,Hs.744234,2,/brain/testis,testis
ENSG00000197889,10,14959439,1,p13,MEIG1,644890,Hs.615546,2,/fallopiantube/testis,testis
ENSG00000183496,15,82041778,-1,q25.2,MEX3B,84206,Hs.745180,2,/endometrium/testis,testis
ENSG00000135517,12,56449502,-1,q13.3,MIP,4284,Hs.574026,2,/heart/testis,testis
ENSG00000138587,15,56421544,-1,q21.3,MNS1,55329,Hs.444483,2,/fallopiantube/testis,testis
ENSG00000080823,14,102224500,-1,q32.31,MOK,5891,Hs.104119,2,/fallopiantube/testis,testis
ENSG00000188010,2,38875962,1,p22.1,MORN2,729967,Hs.729207,2,/fallopiantube/testis,testis
ENSG00000172680,8,56112942,-1,q12.1,MOS,4342,Hs.533432,2,/brain/testis,testis
